customer_id,product_id,profit,recency,R_Score,F_Score,M_Score,R_M_F_Value,Customer Title,Customer_Title
1379,5,4337.3099999999995,28,3,2,4,324,Gold,Gold
1380,3,2550.9400000000005,198,1,1,2,112,Bronze,Bronze
1381,5,4177.610000000001,113,1,2,4,124,Bronze,Bronze
1382,2,1946.8899999999999,122,1,1,2,112,Bronze,Bronze
1384,6,3307.4800000000005,36,3,3,3,333,Gold,Gold
1385,5,2624.5699999999997,142,1,2,2,122,Bronze,Bronze
1386,3,2724.7200000000003,106,1,1,2,112,Bronze,Bronze
1387,1,641.64,215,1,1,1,111,Bronze,Bronze
1388,6,3792.12,19,3,3,3,333,Gold,Gold
1390,9,3474.54,1,4,4,3,443,Platinum,Platinum
1391,3,2283.8299999999995,63,2,1,2,212,Silver,Silver
1392,3,3196.2699999999995,107,1,1,3,113,Bronze,Bronze
1396,10,7075.58,9,4,4,4,444,Platinum,Platinum
1397,6,4563.95,137,1,3,4,134,Bronze,Bronze
1398,7,5649.829999999999,36,3,3,4,334,Gold,Gold
1399,4,2234.62,16,4,1,2,412,Platinum,Platinum
1400,7,4939.109999999999,56,2,3,4,234,Silver,Silver
1402,8,3067.5799999999995,40,3,4,3,343,Gold,Gold
1403,2,685.4300000000001,164,1,1,1,111,Bronze,Bronze
1404,10,5426.7,7,4,4,4,444,Platinum,Platinum
1405,11,2281.9900000000002,33,3,4,2,342,Gold,Gold
1406,6,2396.6999999999994,28,3,3,2,332,Gold,Gold
1407,9,3796.53,0,4,4,3,443,Platinum,Platinum
1408,3,2731.0899999999997,10,4,1,2,412,Platinum,Platinum
1410,7,5597.109999999999,60,2,3,4,234,Silver,Silver
1411,6,4268.320000000001,35,3,3,4,334,Gold,Gold
1414,2,630.21,18,4,1,1,411,Gold,Gold
1415,4,3062.52,57,2,1,3,213,Silver,Silver
1418,5,1983.9700000000003,86,2,2,2,222,Silver,Silver
1419,5,972.7900000000002,22,3,2,1,321,Gold,Gold
1420,5,2121.6400000000003,38,3,2,2,322,Gold,Gold
1421,6,2529.62,57,2,3,2,232,Silver,Silver
1422,7,1652.3899999999999,47,2,3,1,231,Silver,Silver
1423,6,3233.0899999999997,24,3,3,3,333,Gold,Gold
1424,3,1475.88,76,2,1,1,211,Bronze,Bronze
1425,4,3144.999999999999,0,4,1,3,413,Platinum,Platinum
1426,7,3867.3399999999997,48,2,3,3,233,Silver,Silver
1427,5,3573.8899999999994,59,2,2,3,223,Silver,Silver
1428,10,5508.8,15,4,4,4,444,Platinum,Platinum
1429,6,861.6199999999999,31,3,3,1,331,Gold,Gold
1430,5,1917.0099999999995,108,1,2,2,122,Bronze,Bronze
1431,4,955.44,19,3,1,1,311,Silver,Silver
1432,6,3727.0600000000004,33,3,3,3,333,Gold,Gold
1434,2,1127.95,124,1,1,1,111,Bronze,Bronze
1435,7,5393.83,33,3,3,4,334,Gold,Gold
1437,3,2636.2000000000003,143,1,1,2,112,Bronze,Bronze
1438,10,5503.889999999999,6,4,4,4,444,Platinum,Platinum
1439,3,1005.2400000000001,65,2,1,1,211,Bronze,Bronze
1440,6,6362.47,19,3,3,4,334,Gold,Gold
1444,5,1281.31,38,3,2,1,321,Gold,Gold
1445,6,3423.12,6,4,3,3,433,Platinum,Platinum
1446,7,4495.52,10,4,3,4,434,Platinum,Platinum
1447,7,4553.86,97,1,3,4,134,Bronze,Bronze
1448,1,128.45999999999992,237,1,1,1,111,Bronze,Bronze
1450,7,2959.59,42,3,3,3,333,Gold,Gold
1451,6,4060.3100000000004,83,2,3,3,233,Silver,Silver
1452,5,3431.62,2,4,2,3,423,Platinum,Platinum
1454,5,2240.5,5,4,2,2,422,Platinum,Platinum
1456,4,874.93,8,4,1,1,411,Gold,Gold
1459,4,4557.6,98,1,1,4,114,Bronze,Bronze
1460,8,10787.599999999997,12,4,4,4,444,Platinum,Platinum
1462,5,2331.52,81,2,2,2,222,Silver,Silver
1465,4,1429.5,107,1,1,1,111,Bronze,Bronze
1466,3,978.4200000000001,33,3,1,1,311,Silver,Silver
1468,6,3450.06,109,1,3,3,133,Bronze,Bronze
1470,7,3512.72,1,4,3,3,433,Platinum,Platinum
1472,7,5011.4,69,2,3,4,234,Silver,Silver
1474,5,1676.15,66,2,2,1,221,Silver,Silver
1475,7,7374.710000000001,46,2,3,4,234,Silver,Silver
1478,7,3605.3900000000003,1,4,3,3,433,Platinum,Platinum
1479,5,2530.6,69,2,2,2,222,Silver,Silver
1481,8,2551.05,20,3,4,2,342,Gold,Gold
1482,12,9269.16,68,2,4,4,244,Silver,Silver
1483,8,4273.54,29,3,4,4,344,Gold,Gold
1485,2,526.7900000000001,4,4,1,1,411,Gold,Gold
1486,5,3681.51,32,3,2,3,323,Gold,Gold
1489,4,379.15999999999997,82,2,1,1,211,Bronze,Bronze
1490,4,2182.9800000000005,68,2,1,2,212,Silver,Silver
1491,3,1591.3300000000002,160,1,1,1,111,Bronze,Bronze
1493,10,6117.049999999999,20,3,4,4,344,Gold,Gold
1495,2,575.1500000000001,3,4,1,1,411,Gold,Gold
1496,5,3181.1600000000008,53,2,2,3,223,Silver,Silver
1497,6,3022.9899999999993,182,1,3,3,133,Bronze,Bronze
1499,5,2193.8599999999997,125,1,2,2,122,Bronze,Bronze
1502,9,6209.679999999999,26,3,4,4,344,Gold,Gold
1504,5,713.22,5,4,2,1,421,Platinum,Platinum
1505,4,3825.71,18,4,1,3,413,Platinum,Platinum
1508,5,3479.0099999999998,61,2,2,3,223,Silver,Silver
1510,2,2238.37,56,2,1,2,212,Silver,Silver
1511,8,3037.58,16,4,4,3,443,Platinum,Platinum
1515,7,2314.6000000000004,8,4,3,2,432,Platinum,Platinum
1516,5,4256.32,37,3,2,4,324,Gold,Gold
1517,11,5878.150000000001,28,3,4,4,344,Gold,Gold
1518,4,1365.79,91,1,1,1,111,Bronze,Bronze
1519,11,3819.53,8,4,4,3,443,Platinum,Platinum
1521,2,824.2700000000002,95,1,1,1,111,Bronze,Bronze
1522,5,2089.87,9,4,2,2,422,Platinum,Platinum
1523,3,2105.0899999999997,41,3,1,2,312,Gold,Gold
1524,8,2724.5199999999995,37,3,4,2,342,Gold,Gold
1525,3,1909.17,24,3,1,2,312,Gold,Gold
1526,5,2573.9399999999996,111,1,2,2,122,Bronze,Bronze
1529,1,199.0999999999999,104,1,1,1,111,Bronze,Bronze
1530,10,7390.75,1,4,4,4,444,Platinum,Platinum
1531,7,3839.1799999999994,42,3,3,3,333,Gold,Gold
1532,6,2827.6600000000003,3,4,3,3,433,Platinum,Platinum
1533,8,3968.52,104,1,4,3,143,Bronze,Bronze
1534,7,3244.32,46,2,3,3,233,Silver,Silver
1535,5,2811.9700000000003,104,1,2,3,123,Bronze,Bronze
1536,4,2018.04,33,3,1,2,312,Gold,Gold
1537,9,5101.549999999999,26,3,4,4,344,Gold,Gold
1538,4,222.77999999999997,1,4,1,1,411,Gold,Gold
1540,5,1939.3600000000001,5,4,2,2,422,Platinum,Platinum
1541,5,3324.8900000000003,70,2,2,3,223,Silver,Silver
1542,5,1825.3200000000006,133,1,2,2,122,Bronze,Bronze
1544,1,903.11,329,1,1,1,111,Bronze,Bronze
1545,7,2637.4699999999993,2,4,3,2,432,Platinum,Platinum
1546,6,2501.8700000000003,69,2,3,2,232,Silver,Silver
1550,6,3172.63,42,3,3,3,333,Gold,Gold
1551,7,5171.89,22,3,3,4,334,Gold,Gold
1552,5,5400.32,99,1,2,4,124,Bronze,Bronze
1553,4,2002.8499999999997,84,2,1,2,212,Silver,Silver
1554,7,5636.08,20,3,3,4,334,Gold,Gold
1555,7,3107.3599999999997,133,1,3,3,133,Bronze,Bronze
1556,5,3519.2200000000003,84,2,2,3,223,Silver,Silver
1557,6,4684.950000000001,75,2,3,4,234,Silver,Silver
1558,9,10640.300000000001,8,4,4,4,444,Platinum,Platinum
1561,8,6918.889999999999,43,3,4,4,344,Gold,Gold
1563,4,2877.89,129,1,1,3,113,Bronze,Bronze
1564,3,493.17,13,4,1,1,411,Gold,Gold
1566,4,1597.2599999999998,86,2,1,1,211,Bronze,Bronze
1568,4,3870.4799999999996,139,1,1,3,113,Bronze,Bronze
1570,9,5321.299999999999,33,3,4,4,344,Gold,Gold
1571,4,4968.78,3,4,1,4,414,Platinum,Platinum
1572,6,7651.019999999999,82,2,3,4,234,Silver,Silver
1573,4,2236.7599999999998,64,2,1,2,212,Silver,Silver
1575,4,1050.28,86,2,1,1,211,Bronze,Bronze
1576,7,4521.35,37,3,3,4,334,Gold,Gold
1577,7,3677.0,12,4,3,3,433,Platinum,Platinum
1579,10,8102.620000000001,40,3,4,4,344,Gold,Gold
1580,8,3225.0,55,2,4,3,243,Silver,Silver
1581,8,2944.0899999999997,36,3,4,3,343,Gold,Gold
1582,5,1914.1999999999998,55,2,2,2,222,Silver,Silver
1585,8,3461.650000000001,37,3,4,3,343,Gold,Gold
1586,6,4154.0199999999995,16,4,3,4,434,Platinum,Platinum
1588,7,3628.2599999999998,32,3,3,3,333,Gold,Gold
1589,6,6738.66,11,4,3,4,434,Platinum,Platinum
1590,3,2248.04,86,2,1,2,212,Silver,Silver
1591,11,5968.91,29,3,4,4,344,Gold,Gold
1593,6,3818.36,53,2,3,3,233,Silver,Silver
1594,6,4320.299999999999,0,4,3,4,434,Platinum,Platinum
1595,7,4891.75,77,2,3,4,234,Silver,Silver
1596,3,2786.02,135,1,1,2,112,Bronze,Bronze
1597,11,8710.7,25,3,4,4,344,Gold,Gold
1600,9,2924.4300000000003,13,4,4,3,443,Platinum,Platinum
1601,4,2317.2700000000004,19,3,1,2,312,Gold,Gold
1603,4,1488.1699999999998,23,3,1,1,311,Silver,Silver
1607,5,1681.02,1,4,2,1,421,Platinum,Platinum
1612,2,2932.8199999999997,67,2,1,3,213,Silver,Silver
1616,7,6150.249999999999,23,3,3,4,334,Gold,Gold
1617,5,2977.19,5,4,2,3,423,Platinum,Platinum
1621,5,1162.2399999999998,82,2,2,1,221,Silver,Silver
1623,6,3362.550000000001,2,4,3,3,433,Platinum,Platinum
1624,6,1627.2200000000003,3,4,3,1,431,Platinum,Platinum
1625,8,8499.589999999998,9,4,4,4,444,Platinum,Platinum
1627,8,4834.08,24,3,4,4,344,Gold,Gold
1629,7,6051.870000000001,1,4,3,4,434,Platinum,Platinum
1630,3,1915.23,23,3,1,2,312,Gold,Gold
1631,4,2638.26,131,1,1,2,112,Bronze,Bronze
1632,1,709.34,281,1,1,1,111,Bronze,Bronze
1633,3,2548.92,17,4,1,2,412,Platinum,Platinum
1634,4,1537.0599999999997,29,3,1,1,311,Silver,Silver
1635,4,1319.52,139,1,1,1,111,Bronze,Bronze
1636,5,3274.29,40,3,2,3,323,Gold,Gold
1637,7,4039.879999999999,143,1,3,3,133,Bronze,Bronze
1638,4,4046.88,11,4,1,3,413,Platinum,Platinum
1641,9,4326.200000000001,63,2,4,4,244,Silver,Silver
1642,5,2307.4900000000002,84,2,2,2,222,Silver,Silver
1644,7,4938.15,22,3,3,4,334,Gold,Gold
1646,7,4487.5199999999995,26,3,3,4,334,Gold,Gold
1648,4,2124.93,13,4,1,2,412,Platinum,Platinum
1649,3,3089.37,71,2,1,3,213,Silver,Silver
1652,6,2662.39,96,1,3,2,132,Bronze,Bronze
1654,4,1179.6100000000004,84,2,1,1,211,Bronze,Bronze
1655,3,1337.55,16,4,1,1,411,Gold,Gold
1656,6,2256.4700000000003,84,2,3,2,232,Silver,Silver
1657,5,2675.72,61,2,2,2,222,Silver,Silver
1658,4,1469.9599999999996,280,1,1,1,111,Bronze,Bronze
1659,7,3461.08,80,2,3,3,233,Silver,Silver
1660,6,2624.36,76,2,3,2,232,Silver,Silver
1661,6,5880.33,218,1,3,4,134,Bronze,Bronze
1662,5,1718.1200000000003,62,2,2,1,221,Silver,Silver
1663,6,2991.52,13,4,3,3,433,Platinum,Platinum
1664,7,3476.3600000000006,42,3,3,3,333,Gold,Gold
1665,7,3302.0499999999997,68,2,3,3,233,Silver,Silver
1667,7,5432.4,76,2,3,4,234,Silver,Silver
1668,6,2901.9700000000003,4,4,3,3,433,Platinum,Platinum
1669,6,3361.1,59,2,3,3,233,Silver,Silver
1670,9,5073.959999999999,60,2,4,4,244,Silver,Silver
1671,4,1221.85,43,3,1,1,311,Silver,Silver
1672,11,5905.78,42,3,4,4,344,Gold,Gold
1673,3,748.69,133,1,1,1,111,Bronze,Bronze
1674,5,160.73000000000002,48,2,2,1,221,Silver,Silver
1675,4,3067.0600000000004,101,1,1,3,113,Bronze,Bronze
1676,5,4291.110000000001,87,2,2,4,224,Silver,Silver
1677,8,2781.56,98,1,4,2,142,Bronze,Bronze
1679,4,3026.57,136,1,1,3,113,Bronze,Bronze
1680,3,1931.5,112,1,1,2,112,Bronze,Bronze
1682,6,5354.43,82,2,3,4,234,Silver,Silver
1684,6,1507.2999999999997,16,4,3,1,431,Platinum,Platinum
1685,2,677.1800000000001,25,3,1,1,311,Silver,Silver
1686,10,5672.849999999999,78,2,4,4,244,Silver,Silver
1689,5,3334.2299999999996,136,1,2,3,123,Bronze,Bronze
1690,9,2570.540000000001,16,4,4,2,442,Platinum,Platinum
1692,4,1168.43,127,1,1,1,111,Bronze,Bronze
1693,6,3726.31,75,2,3,3,233,Silver,Silver
1696,9,6524.77,28,3,4,4,344,Gold,Gold
1697,5,3042.4799999999996,24,3,2,3,323,Gold,Gold
1699,7,3497.23,81,2,3,3,233,Silver,Silver
1700,6,1483.48,69,2,3,1,231,Silver,Silver
1702,6,2185.44,14,4,3,2,432,Platinum,Platinum
1703,4,761.4699999999999,3,4,1,1,411,Gold,Gold
1704,2,1678.3900000000003,119,1,1,1,111,Bronze,Bronze
1705,4,2109.79,15,4,1,2,412,Platinum,Platinum
1707,8,3463.5399999999995,17,4,4,3,443,Platinum,Platinum
1708,4,2225.03,258,1,1,2,112,Bronze,Bronze
1709,5,2059.0,4,4,2,2,422,Platinum,Platinum
1710,4,1638.52,80,2,1,1,211,Bronze,Bronze
1713,7,3889.18,6,4,3,3,433,Platinum,Platinum
1714,6,3372.1299999999997,38,3,3,3,333,Gold,Gold
1715,3,629.29,102,1,1,1,111,Bronze,Bronze
1716,2,1444.78,134,1,1,1,111,Bronze,Bronze
1717,4,1951.07,46,2,1,2,212,Silver,Silver
1718,5,1539.11,24,3,2,1,321,Gold,Gold
1719,5,2228.2999999999997,19,3,2,2,322,Gold,Gold
1720,5,3538.0499999999997,23,3,2,3,323,Gold,Gold
1721,7,3766.3500000000004,0,4,3,3,433,Platinum,Platinum
1722,8,6474.500000000001,4,4,4,4,444,Platinum,Platinum
1724,4,958.5800000000002,103,1,1,1,111,Bronze,Bronze
1725,7,5576.41,60,2,3,4,234,Silver,Silver
1726,6,4476.97,117,1,3,4,134,Bronze,Bronze
1728,6,3684.49,45,2,3,3,233,Silver,Silver
1729,6,3005.33,58,2,3,3,233,Silver,Silver
1730,3,418.0400000000001,20,3,1,1,311,Silver,Silver
1731,11,3521.29,43,3,4,3,343,Gold,Gold
1732,5,2263.3900000000003,97,1,2,2,122,Bronze,Bronze
1733,5,3170.4799999999996,53,2,2,3,223,Silver,Silver
1734,2,923.0,25,3,1,1,311,Silver,Silver
1735,4,2417.11,65,2,1,2,212,Silver,Silver
1736,6,3759.2799999999997,54,2,3,3,233,Silver,Silver
1737,3,3531.0899999999997,45,2,1,3,213,Silver,Silver
1739,4,2395.71,37,3,1,2,312,Gold,Gold
1741,3,2725.13,64,2,1,2,212,Silver,Silver
1743,7,4448.07,86,2,3,4,234,Silver,Silver
1744,3,539.2499999999999,109,1,1,1,111,Bronze,Bronze
1745,12,3164.4700000000003,5,4,4,3,443,Platinum,Platinum
1747,4,995.3799999999999,190,1,1,1,111,Bronze,Bronze
1748,10,4973.950000000001,2,4,4,4,444,Platinum,Platinum
1750,6,5227.98,55,2,3,4,234,Silver,Silver
1753,4,2093.21,27,3,1,2,312,Gold,Gold
1755,6,3451.34,48,2,3,3,233,Silver,Silver
1758,7,1764.8500000000001,2,4,3,1,431,Platinum,Platinum
1759,6,2828.17,18,4,3,3,433,Platinum,Platinum
1760,6,3666.9399999999996,12,4,3,3,433,Platinum,Platinum
1761,5,3258.9500000000003,18,4,2,3,423,Platinum,Platinum
1762,12,5870.93,21,3,4,4,344,Gold,Gold
1763,7,3434.3799999999997,9,4,3,3,433,Platinum,Platinum
1767,5,3152.2900000000004,4,4,2,3,423,Platinum,Platinum
1771,6,2670.1499999999996,39,3,3,2,332,Gold,Gold
1772,4,1648.0499999999997,168,1,1,1,111,Bronze,Bronze
1774,4,1168.7799999999997,97,1,1,1,111,Bronze,Bronze
1775,6,3695.6400000000003,52,2,3,3,233,Silver,Silver
1776,6,2607.63,34,3,3,2,332,Gold,Gold
1777,6,2651.76,70,2,3,2,232,Silver,Silver
1779,6,5042.0,129,1,3,4,134,Bronze,Bronze
1782,6,3622.1000000000004,81,2,3,3,233,Silver,Silver
1784,4,1239.2799999999997,71,2,1,1,211,Bronze,Bronze
1785,6,2827.73,34,3,3,3,333,Gold,Gold
1786,2,963.6199999999999,174,1,1,1,111,Bronze,Bronze
1787,6,4865.49,0,4,3,4,434,Platinum,Platinum
1788,9,4979.389999999999,29,3,4,4,344,Gold,Gold
1789,3,2066.6600000000003,60,2,1,2,212,Silver,Silver
1790,5,2258.68,32,3,2,2,322,Gold,Gold
1791,6,2595.16,117,1,3,2,132,Bronze,Bronze
1793,6,4960.36,60,2,3,4,234,Silver,Silver
1794,4,1713.79,1,4,1,1,411,Gold,Gold
1795,6,2882.84,3,4,3,3,433,Platinum,Platinum
1796,2,221.12,122,1,1,1,111,Bronze,Bronze
1798,7,2934.7599999999998,13,4,3,3,433,Platinum,Platinum
1800,3,2440.35,171,1,1,2,112,Bronze,Bronze
1801,8,4098.59,65,2,4,3,243,Silver,Silver
1802,8,5035.800000000001,13,4,4,4,444,Platinum,Platinum
1804,3,2156.17,31,3,1,2,312,Gold,Gold
1805,4,634.65,90,1,1,1,111,Bronze,Bronze
1808,7,7965.279999999999,76,2,3,4,234,Silver,Silver
1809,6,3918.1499999999996,27,3,3,3,333,Gold,Gold
1810,2,168.45,6,4,1,1,411,Gold,Gold
1812,9,3980.04,22,3,4,3,343,Gold,Gold
1813,6,2137.45,18,4,3,2,432,Platinum,Platinum
1814,6,2459.73,51,2,3,2,232,Silver,Silver
1815,5,1964.08,11,4,2,2,422,Platinum,Platinum
1818,7,4516.55,24,3,3,4,334,Gold,Gold
1819,2,763.9000000000001,252,1,1,1,111,Bronze,Bronze
1820,9,4883.790000000001,35,3,4,4,344,Gold,Gold
1821,12,7335.889999999999,24,3,4,4,344,Gold,Gold
1824,7,3263.7000000000003,12,4,3,3,433,Platinum,Platinum
1825,6,4977.7699999999995,40,3,3,4,334,Gold,Gold
1826,7,3405.78,40,3,3,3,333,Gold,Gold
1827,4,2549.58,38,3,1,2,312,Gold,Gold
1828,3,757.2499999999999,150,1,1,1,111,Bronze,Bronze
1830,7,4578.9,13,4,3,4,434,Platinum,Platinum
1831,8,2147.3,165,1,4,2,142,Bronze,Bronze
1832,8,5739.569999999999,84,2,4,4,244,Silver,Silver
1833,5,2441.37,10,4,2,2,422,Platinum,Platinum
1834,4,4434.93,126,1,1,4,114,Bronze,Bronze
1835,6,1039.0299999999997,25,3,3,1,331,Gold,Gold
1836,2,1219.8600000000001,166,1,1,1,111,Bronze,Bronze
1837,7,4515.25,35,3,3,4,334,Gold,Gold
1838,5,4691.450000000001,49,2,2,4,224,Silver,Silver
1839,7,2784.0,49,2,3,2,232,Silver,Silver
1840,7,2259.16,98,1,3,2,132,Bronze,Bronze
1841,3,1677.0800000000002,36,3,1,1,311,Silver,Silver
1842,5,3055.8500000000004,211,1,2,3,123,Bronze,Bronze
1845,7,4572.889999999999,21,3,3,4,334,Gold,Gold
1846,1,356.5,333,1,1,1,111,Bronze,Bronze
1847,3,1919.8300000000002,32,3,1,2,312,Gold,Gold
1848,6,4456.95,42,3,3,4,334,Gold,Gold
1850,7,5159.72,44,3,3,4,334,Gold,Gold
1852,5,4641.27,97,1,2,4,124,Bronze,Bronze
1855,4,2257.8099999999995,22,3,1,2,312,Gold,Gold
1856,2,253.81000000000003,127,1,1,1,111,Bronze,Bronze
1857,4,3240.2299999999996,87,2,1,3,213,Silver,Silver
1859,5,2355.59,76,2,2,2,222,Silver,Silver
1860,6,4503.35,11,4,3,4,434,Platinum,Platinum
1861,6,3793.8100000000004,29,3,3,3,333,Gold,Gold
1863,5,5786.77,246,1,2,4,124,Bronze,Bronze
1864,10,2925.4199999999996,24,3,4,3,343,Gold,Gold
1866,9,8834.599999999999,38,3,4,4,344,Gold,Gold
1868,6,7566.25,26,3,3,4,334,Gold,Gold
1869,4,1623.4299999999998,41,3,1,1,311,Silver,Silver
1871,4,2220.2599999999998,94,1,1,2,112,Bronze,Bronze
1872,5,2516.5,139,1,2,2,122,Bronze,Bronze
1873,4,2807.58,8,4,1,3,413,Platinum,Platinum
1875,6,3921.2599999999998,98,1,3,3,133,Bronze,Bronze
1876,5,4057.629999999999,138,1,2,3,123,Bronze,Bronze
1877,6,1507.8199999999997,80,2,3,1,231,Silver,Silver
1878,6,2755.93,32,3,3,2,332,Gold,Gold
1879,7,1914.3899999999999,47,2,3,2,232,Silver,Silver
1885,9,6979.280000000001,4,4,4,4,444,Platinum,Platinum
1886,4,2434.76,6,4,1,2,412,Platinum,Platinum
1887,10,8034.710000000001,105,1,4,4,144,Bronze,Bronze
1890,9,6710.76,44,3,4,4,344,Gold,Gold
1891,7,4045.2000000000007,81,2,3,3,233,Silver,Silver
1895,5,541.13,7,4,2,1,421,Platinum,Platinum
1898,6,4787.35,60,2,3,4,234,Silver,Silver
1900,4,1017.2399999999998,67,2,1,1,211,Bronze,Bronze
1901,7,5809.11,127,1,3,4,134,Bronze,Bronze
1902,5,2134.0999999999995,52,2,2,2,222,Silver,Silver
1904,3,1604.73,67,2,1,1,211,Bronze,Bronze
1907,4,1014.0699999999998,110,1,1,1,111,Bronze,Bronze
1908,6,3725.5699999999997,107,1,3,3,133,Bronze,Bronze
1909,6,3456.8000000000006,59,2,3,3,233,Silver,Silver
1910,3,907.45,17,4,1,1,411,Gold,Gold
1911,2,689.11,61,2,1,1,211,Bronze,Bronze
1912,9,3286.01,38,3,4,3,343,Gold,Gold
1913,13,3254.5299999999997,42,3,4,3,343,Gold,Gold
1914,8,2248.1699999999996,12,4,4,2,442,Platinum,Platinum
1915,5,2568.0499999999997,61,2,2,2,222,Silver,Silver
1916,7,4545.8,53,2,3,4,234,Silver,Silver
1917,7,5107.25,28,3,3,4,334,Gold,Gold
1919,4,1841.25,44,3,1,2,312,Gold,Gold
1920,1,90.09999999999997,69,2,1,1,211,Bronze,Bronze
1923,4,3078.6200000000003,15,4,1,3,413,Platinum,Platinum
1926,5,4911.09,5,4,2,4,424,Platinum,Platinum
1927,5,3658.13,90,1,2,3,123,Bronze,Bronze
1928,2,879.4799999999999,34,3,1,1,311,Silver,Silver
1929,6,1912.36,45,2,3,2,232,Silver,Silver
1930,5,2428.87,21,3,2,2,322,Gold,Gold
1931,3,384.06999999999994,23,3,1,1,311,Silver,Silver
1932,8,4328.469999999999,89,1,4,4,144,Bronze,Bronze
1933,8,4271.389999999999,41,3,4,4,344,Gold,Gold
1936,8,3553.7400000000002,77,2,4,3,243,Silver,Silver
1937,6,4274.78,34,3,3,4,334,Gold,Gold
1940,4,3259.4100000000003,76,2,1,3,213,Silver,Silver
1941,4,3130.19,5,4,1,3,413,Platinum,Platinum
1942,8,4675.1900000000005,16,4,4,4,444,Platinum,Platinum
1943,3,357.7899999999998,299,1,1,1,111,Bronze,Bronze
1944,5,1345.7500000000002,5,4,2,1,421,Platinum,Platinum
1947,9,3974.81,35,3,4,3,343,Gold,Gold
1949,7,3586.71,29,3,3,3,333,Gold,Gold
1950,9,3817.14,6,4,4,3,443,Platinum,Platinum
1951,8,4514.84,118,1,4,4,144,Bronze,Bronze
1952,10,2882.7999999999997,76,2,4,3,243,Silver,Silver
1953,7,3899.7800000000007,10,4,3,3,433,Platinum,Platinum
1954,8,4938.280000000001,100,1,4,4,144,Bronze,Bronze
1957,10,5079.910000000001,19,3,4,4,344,Gold,Gold
1959,8,3479.2199999999993,141,1,4,3,143,Bronze,Bronze
1962,2,758.6899999999999,93,1,1,1,111,Bronze,Bronze
1963,2,1828.47,9,4,1,2,412,Platinum,Platinum
1964,6,4239.32,102,1,3,4,134,Bronze,Bronze
1965,5,2093.67,6,4,2,2,422,Platinum,Platinum
1968,5,1810.0299999999997,159,1,2,2,122,Bronze,Bronze
1969,6,2623.56,17,4,3,2,432,Platinum,Platinum
1970,8,3660.48,0,4,4,3,443,Platinum,Platinum
1973,4,3371.6899999999996,47,2,1,3,213,Silver,Silver
1975,2,79.15999999999994,108,1,1,1,111,Bronze,Bronze
1978,3,231.7099999999999,13,4,1,1,411,Gold,Gold
1980,8,4822.39,73,2,4,4,244,Silver,Silver
1983,4,3061.8,2,4,1,3,413,Platinum,Platinum
1984,7,7256.08,48,2,3,4,234,Silver,Silver
1987,4,1781.3600000000004,42,3,1,1,311,Silver,Silver
1988,8,6006.4,134,1,4,4,144,Bronze,Bronze
1989,4,1659.64,22,3,1,1,311,Silver,Silver
1991,10,8256.08,1,4,4,4,444,Platinum,Platinum
1992,10,6658.890000000001,140,1,4,4,144,Bronze,Bronze
1996,7,2525.4300000000003,13,4,3,2,432,Platinum,Platinum
1999,7,2424.3399999999997,3,4,3,2,432,Platinum,Platinum
2001,8,5347.87,86,2,4,4,244,Silver,Silver
2003,2,214.36999999999995,219,1,1,1,111,Bronze,Bronze
2004,5,2909.6700000000005,46,2,2,3,223,Silver,Silver
2005,6,4047.8299999999995,5,4,3,3,433,Platinum,Platinum
2006,5,2255.61,147,1,2,2,122,Bronze,Bronze
2007,3,4150.16,23,3,1,4,314,Gold,Gold
2008,7,2365.3600000000006,29,3,3,2,332,Gold,Gold
2009,7,2357.3500000000004,5,4,3,2,432,Platinum,Platinum
2010,5,2168.7999999999997,34,3,2,2,322,Gold,Gold
2011,3,560.4800000000001,315,1,1,1,111,Bronze,Bronze
2012,5,2714.3,13,4,2,2,422,Platinum,Platinum
2013,9,4413.06,15,4,4,4,444,Platinum,Platinum
2014,6,2872.4099999999994,54,2,3,3,233,Silver,Silver
2015,6,2970.6000000000004,50,2,3,3,233,Silver,Silver
2016,6,2390.89,68,2,3,2,232,Silver,Silver
2017,5,3692.8599999999997,12,4,2,3,423,Platinum,Platinum
2018,7,2335.54,35,3,3,2,332,Gold,Gold
2019,8,4781.23,52,2,4,4,244,Silver,Silver
2020,7,4959.639999999999,43,3,3,4,334,Gold,Gold
2024,6,3558.4100000000003,29,3,3,3,333,Gold,Gold
2026,4,3447.44,146,1,1,3,113,Bronze,Bronze
2028,7,3648.33,40,3,3,3,333,Gold,Gold
2029,9,4156.31,1,4,4,4,444,Platinum,Platinum
2030,4,4622.34,239,1,1,4,114,Bronze,Bronze
2032,2,978.76,5,4,1,1,411,Gold,Gold
2033,7,4458.72,11,4,3,4,434,Platinum,Platinum
2034,6,2438.2599999999998,89,1,3,2,132,Bronze,Bronze
2037,4,2941.0699999999997,98,1,1,3,113,Bronze,Bronze
2038,4,3207.1700000000005,13,4,1,3,413,Platinum,Platinum
2039,5,2422.46,199,1,2,2,122,Bronze,Bronze
2040,2,1364.0500000000002,96,1,1,1,111,Bronze,Bronze
2041,6,3799.8600000000006,80,2,3,3,233,Silver,Silver
2042,3,2006.1800000000003,11,4,1,2,412,Platinum,Platinum
2044,5,3977.45,5,4,2,3,423,Platinum,Platinum
2045,9,5224.6900000000005,55,2,4,4,244,Silver,Silver
2047,1,1215.34,279,1,1,1,111,Bronze,Bronze
